date,actual,ARIMA_pred,XGBoost_pred,NeuralNet_pred
2023-01-01,0.28584835559714267,0.16313046560215372,0.33537585,0.42746392
2023-02-01,0.3,0.21841550691653805,0.33537585,0.47075224
2023-03-01,0.23491173877041796,0.25166810299178777,0.33537585,0.47096303
2023-04-01,0.12233704185655156,0.22706640047023918,0.33537585,0.35794052
2023-05-01,0.0,0.0816134752914855,0.33537585,0.3593836
2023-06-01,-0.12460533149432225,-0.016833538156009686,0.33537585,0.39511737
2023-08-01,-0.1,-0.10343007331976814,-0.033321664,0.23777962
2023-09-01,-0.010364279415297939,-0.25635429118795056,-0.033321664,0.33561745
2023-10-01,0.1333377387528553,0.07279264807413255,-0.033321664,0.23026401
2023-11-01,0.3,0.07492742051439924,0.33537585,0.31658888
2023-12-01,0.4758614478295887,0.15395348409536574,0.33537585,0.33221006
2024-01-01,0.6219698055385144,0.449996386002596,0.33537585,0.33896464
2024-02-01,0.7,0.6048099247384224,0.33537585,0.25811148
2024-03-01,0.6970116895306443,0.5722890207706456,-0.033321664,0.2988118
2024-04-01,0.6237333986724228,0.6144574389254547,-0.033321664,0.28114697
2024-05-01,0.35775203373424525,0.6187551093243837,-0.033321664,0.27220336
2024-07-01,0.21380223731351522,0.43341928080595604,-0.033321664,0.16883105
2024-08-01,0.1,-0.13068255142566854,0.33537585,0.23249036
2024-09-01,0.0443360744584002,0.3242385006129441,0.33537585,0.22892264
2024-10-01,0.06972107175259859,0.019574164421180595,0.33537585,0.21393833
2024-11-01,0.2,-0.16469858961445422,0.33537585,0.2102134
